pv,wind,hydro,geothermal,demand_el,demand_cooking,demand_heat,demand_transport,demand_aviation,biomass_usage,fuel_oil_usage
0.0,0.211,0.74,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.179,0.74,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.133,0.75,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.1,0.75,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.079,0.75,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.06,0.76,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.046,0.76,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.041,0.76,1,1.0,0.0,1,1.0,1,1,1
0.0,0.035,0.76,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.036,0.77,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.046,0.77,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.066,0.77,1,0.722222222,0.0,1,0.25,1,1,1
0.099,0.066,0.78,1,0.722222222,0.0,1,0.19,1,1,1
0.276,0.005,0.78,1,0.666666667,0.0,1,0.15,1,1,1
0.435,0.0,0.78,1,0.777777778,1.0,1,0.14,1,1,1
0.563,0.0,0.78,1,0.277777778,0.5,1,0.07,1,1,1
0.636,0.0,0.79,1,0.111111111,0.0,1,0.19,1,1,1
0.654,0.0,0.79,1,0.138888889,0.025,1,0.27,1,1,1
0.633,0.0,0.79,1,0.277777778,0.0,1,0.32,1,1,1
0.555,0.0,0.8,1,0.333333333,0.0,1,0.34,1,1,1
0.427,0.009,0.8,1,0.277777778,0.0,1,0.29,1,1,1
0.28,0.037,0.8,1,0.138888889,0.025,1,0.35,1,1,1
0.117,0.069,0.8,1,0.111111111,0.025,1,0.35,1,1,1
0.01,0.14,0.81,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.157,0.81,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.098,0.81,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.056,0.81,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.053,0.82,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.058,0.82,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.053,0.82,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.041,0.82,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.031,0.82,1,1.0,0.0,1,1.0,1,1,1
0.0,0.026,0.82,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.028,0.82,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.038,0.81,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.064,0.81,1,0.722222222,0.0,1,0.25,1,1,1
0.047,0.083,0.81,1,0.722222222,0.0,1,0.19,1,1,1
0.152,0.077,0.81,1,0.666666667,0.0,1,0.15,1,1,1
0.263,0.058,0.81,1,0.777777778,1.0,1,0.14,1,1,1
0.368,0.029,0.81,1,0.277777778,0.5,1,0.07,1,1,1
0.459,0.02,0.8,1,0.111111111,0.0,1,0.19,1,1,1
0.479,0.024,0.8,1,0.138888889,0.025,1,0.27,1,1,1
0.453,0.034,0.8,1,0.277777778,0.0,1,0.32,1,1,1
0.369,0.041,0.8,1,0.333333333,0.0,1,0.34,1,1,1
0.207,0.037,0.8,1,0.277777778,0.0,1,0.29,1,1,1
0.117,0.027,0.8,1,0.138888889,0.025,1,0.35,1,1,1
0.044,0.018,0.8,1,0.111111111,0.025,1,0.35,1,1,1
0.003,0.005,0.79,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.0,0.79,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.0,0.79,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.0,0.79,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.007,0.79,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.085,0.78,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.155,0.78,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.149,0.78,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.127,0.78,1,1.0,0.0,1,1.0,1,1,1
0.0,0.126,0.78,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.146,0.78,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.163,0.78,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.178,0.78,1,0.722222222,0.0,1,0.25,1,1,1
0.088,0.139,0.78,1,0.722222222,0.0,1,0.19,1,1,1
0.258,0.155,0.77,1,0.666666667,0.0,1,0.15,1,1,1
0.413,0.142,0.77,1,0.777777778,1.0,1,0.14,1,1,1
0.517,0.083,0.77,1,0.277777778,0.5,1,0.07,1,1,1
0.56,0.045,0.77,1,0.111111111,0.0,1,0.19,1,1,1
0.558,0.013,0.77,1,0.138888889,0.025,1,0.27,1,1,1
0.559,0.002,0.77,1,0.277777778,0.0,1,0.32,1,1,1
0.476,0.001,0.77,1,0.333333333,0.0,1,0.34,1,1,1
0.377,0.001,0.77,1,0.277777778,0.0,1,0.29,1,1,1
0.257,0.003,0.77,1,0.138888889,0.025,1,0.35,1,1,1
0.116,0.011,0.76,1,0.111111111,0.025,1,0.35,1,1,1
0.012,0.027,0.76,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.044,0.76,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.038,0.76,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.016,0.76,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.002,0.76,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.0,0.76,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.0,0.76,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.005,0.75,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.012,0.75,1,1.0,0.0,1,1.0,1,1,1
0.0,0.019,0.75,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.031,0.75,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.048,0.75,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.066,0.75,1,0.722222222,0.0,1,0.25,1,1,1
0.088,0.051,0.75,1,0.722222222,0.0,1,0.19,1,1,1
0.274,0.021,0.75,1,0.666666667,0.0,1,0.15,1,1,1
0.431,0.006,0.75,1,0.777777778,1.0,1,0.14,1,1,1
0.541,0.001,0.74,1,0.277777778,0.5,1,0.07,1,1,1
0.611,0.0,0.74,1,0.111111111,0.0,1,0.19,1,1,1
0.634,0.0,0.74,1,0.138888889,0.025,1,0.27,1,1,1
0.623,0.0,0.74,1,0.277777778,0.0,1,0.32,1,1,1
0.566,0.0,0.74,1,0.333333333,0.0,1,0.34,1,1,1
0.467,0.007,0.74,1,0.277777778,0.0,1,0.29,1,1,1
0.326,0.07,0.74,1,0.138888889,0.025,1,0.35,1,1,1
0.161,0.178,0.74,1,0.111111111,0.025,1,0.35,1,1,1
0.015,0.312,0.74,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.32,0.73,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.226,0.73,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.134,0.73,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.081,0.73,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.06,0.73,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.058,0.73,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.066,0.73,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.075,0.73,1,1.0,0.0,1,1.0,1,1,1
0.0,0.085,0.73,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.104,0.72,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.122,0.72,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.144,0.72,1,0.722222222,0.0,1,0.25,1,1,1
0.101,0.131,0.72,1,0.722222222,0.0,1,0.19,1,1,1
0.29,0.093,0.72,1,0.666666667,0.0,1,0.15,1,1,1
0.451,0.038,0.72,1,0.777777778,1.0,1,0.14,1,1,1
0.569,0.006,0.72,1,0.277777778,0.5,1,0.07,1,1,1
0.641,0.0,0.72,1,0.111111111,0.0,1,0.19,1,1,1
0.669,0.0,0.72,1,0.138888889,0.025,1,0.27,1,1,1
0.654,0.0,0.71,1,0.277777778,0.0,1,0.32,1,1,1
0.597,0.0,0.71,1,0.333333333,0.0,1,0.34,1,1,1
0.494,0.078,0.71,1,0.277777778,0.0,1,0.29,1,1,1
0.35,0.419,0.71,1,0.138888889,0.025,1,0.35,1,1,1
0.172,0.636,0.71,1,0.111111111,0.025,1,0.35,1,1,1
0.014,0.6,0.71,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.432,0.71,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.27,0.7,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.147,0.7,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.059,0.7,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.013,0.7,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.005,0.7,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.009,0.7,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.02,0.7,1,1.0,0.0,1,1.0,1,1,1
0.0,0.04,0.69,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.068,0.69,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.093,0.69,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.112,0.69,1,0.722222222,0.0,1,0.25,1,1,1
0.096,0.099,0.69,1,0.722222222,0.0,1,0.19,1,1,1
0.284,0.076,0.69,1,0.666666667,0.0,1,0.15,1,1,1
0.447,0.051,0.69,1,0.777777778,1.0,1,0.14,1,1,1
0.564,0.028,0.68,1,0.277777778,0.5,1,0.07,1,1,1
0.636,0.016,0.68,1,0.111111111,0.0,1,0.19,1,1,1
0.664,0.024,0.68,1,0.138888889,0.025,1,0.27,1,1,1
0.649,0.058,0.68,1,0.277777778,0.0,1,0.32,1,1,1
0.592,0.116,0.68,1,0.333333333,0.0,1,0.34,1,1,1
0.492,0.166,0.68,1,0.277777778,0.0,1,0.29,1,1,1
0.349,0.224,0.68,1,0.138888889,0.025,1,0.35,1,1,1
0.171,0.258,0.67,1,0.111111111,0.025,1,0.35,1,1,1
0.014,0.274,0.67,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.261,0.67,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.201,0.67,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.14,0.67,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.093,0.67,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.057,0.66,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.039,0.66,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.038,0.66,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.041,0.66,1,1.0,0.0,1,1.0,1,1,1
0.0,0.05,0.68,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.065,0.68,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.079,0.68,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.093,0.67,1,0.722222222,0.0,1,0.25,1,1,1
0.093,0.085,0.67,1,0.722222222,0.0,1,0.19,1,1,1
0.284,0.041,0.67,1,0.666666667,0.0,1,0.15,1,1,1
0.445,0.008,0.67,1,0.777777778,1.0,1,0.14,1,1,1
0.562,0.0,0.67,1,0.277777778,0.5,1,0.07,1,1,1
0.631,0.0,0.67,1,0.111111111,0.0,1,0.19,1,1,1
0.656,0.0,0.66,1,0.138888889,0.025,1,0.27,1,1,1
0.64,0.0,0.66,1,0.277777778,0.0,1,0.32,1,1,1
0.584,0.003,0.66,1,0.333333333,0.0,1,0.34,1,1,1
0.483,0.06,0.66,1,0.277777778,0.0,1,0.29,1,1,1
0.34,0.148,0.66,1,0.138888889,0.025,1,0.35,1,1,1
0.164,0.241,0.66,1,0.111111111,0.025,1,0.35,1,1,1
0.013,0.306,0.65,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.278,0.65,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.188,0.65,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.118,0.65,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.081,0.65,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.076,0.65,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.083,0.64,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.077,0.64,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.063,0.64,1,1.0,0.0,1,1.0,1,1,1
0.0,0.066,0.64,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.082,0.64,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.097,0.64,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.125,0.64,1,0.722222222,0.0,1,0.25,1,1,1
0.095,0.126,0.63,1,0.722222222,0.0,1,0.19,1,1,1
0.283,0.115,0.63,1,0.666666667,0.0,1,0.15,1,1,1
0.445,0.095,0.63,1,0.777777778,1.0,1,0.14,1,1,1
0.561,0.019,0.63,1,0.277777778,0.5,1,0.07,1,1,1
0.631,0.0,0.63,1,0.111111111,0.0,1,0.19,1,1,1
0.656,0.0,0.63,1,0.138888889,0.025,1,0.27,1,1,1
0.641,0.0,0.63,1,0.277777778,0.0,1,0.32,1,1,1
0.583,0.031,0.63,1,0.333333333,0.0,1,0.34,1,1,1
0.483,0.18,0.63,1,0.277777778,0.0,1,0.29,1,1,1
0.34,0.349,0.62,1,0.138888889,0.025,1,0.35,1,1,1
0.164,0.42,0.62,1,0.111111111,0.025,1,0.35,1,1,1
0.012,0.388,0.62,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.316,0.62,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.22,0.62,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.134,0.62,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.079,0.62,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.047,0.62,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.025,0.62,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.017,0.62,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.016,0.61,1,1.0,0.0,1,1.0,1,1,1
0.0,0.019,0.61,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.026,0.61,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.042,0.61,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.066,0.61,1,0.722222222,0.0,1,0.25,1,1,1
0.093,0.068,0.61,1,0.722222222,0.0,1,0.19,1,1,1
0.282,0.042,0.61,1,0.666666667,0.0,1,0.15,1,1,1
0.444,0.02,0.61,1,0.777777778,1.0,1,0.14,1,1,1
0.56,0.005,0.61,1,0.277777778,0.5,1,0.07,1,1,1
0.63,0.0,0.6,1,0.111111111,0.0,1,0.19,1,1,1
0.656,0.0,0.6,1,0.138888889,0.025,1,0.27,1,1,1
0.639,0.001,0.6,1,0.277777778,0.0,1,0.32,1,1,1
0.581,0.018,0.6,1,0.333333333,0.0,1,0.34,1,1,1
0.478,0.064,0.6,1,0.277777778,0.0,1,0.29,1,1,1
0.321,0.113,0.6,1,0.138888889,0.025,1,0.35,1,1,1
0.153,0.143,0.6,1,0.111111111,0.025,1,0.35,1,1,1
0.012,0.164,0.6,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.148,0.6,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.094,0.59,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.066,0.59,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.078,0.59,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.102,0.59,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.118,0.59,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.133,0.59,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.176,0.59,1,1.0,0.0,1,1.0,1,1,1
0.0,0.234,0.59,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.264,0.59,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.27,0.58,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.27,0.58,1,0.722222222,0.0,1,0.25,1,1,1
0.089,0.234,0.58,1,0.722222222,0.0,1,0.19,1,1,1
0.269,0.171,0.58,1,0.666666667,0.0,1,0.15,1,1,1
0.436,0.155,0.58,1,0.777777778,1.0,1,0.14,1,1,1
0.551,0.084,0.58,1,0.277777778,0.5,1,0.07,1,1,1
0.62,0.019,0.58,1,0.111111111,0.0,1,0.19,1,1,1
0.645,0.001,0.58,1,0.138888889,0.025,1,0.27,1,1,1
0.628,0.0,0.58,1,0.277777778,0.0,1,0.32,1,1,1
0.563,0.004,0.57,1,0.333333333,0.0,1,0.34,1,1,1
0.438,0.046,0.57,1,0.277777778,0.0,1,0.29,1,1,1
0.297,0.122,0.57,1,0.138888889,0.025,1,0.35,1,1,1
0.134,0.182,0.57,1,0.111111111,0.025,1,0.35,1,1,1
0.01,0.251,0.57,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.282,0.57,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.245,0.57,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.181,0.57,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.114,0.57,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.067,0.56,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.058,0.56,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.057,0.56,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.048,0.56,1,1.0,0.0,1,1.0,1,1,1
0.0,0.042,0.56,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.061,0.56,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.133,0.56,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.208,0.56,1,0.722222222,0.0,1,0.25,1,1,1
0.087,0.213,0.56,1,0.722222222,0.0,1,0.19,1,1,1
0.269,0.204,0.55,1,0.666666667,0.0,1,0.15,1,1,1
0.432,0.215,0.55,1,0.777777778,1.0,1,0.14,1,1,1
0.549,0.128,0.55,1,0.277777778,0.5,1,0.07,1,1,1
0.62,0.045,0.55,1,0.111111111,0.0,1,0.19,1,1,1
0.648,0.007,0.55,1,0.138888889,0.025,1,0.27,1,1,1
0.632,0.0,0.55,1,0.277777778,0.0,1,0.32,1,1,1
0.575,0.0,0.55,1,0.333333333,0.0,1,0.34,1,1,1
0.475,0.0,0.55,1,0.277777778,0.0,1,0.29,1,1,1
0.332,0.04,0.55,1,0.138888889,0.025,1,0.35,1,1,1
0.158,0.096,0.55,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.197,0.55,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.225,0.55,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.144,0.55,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.087,0.54,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.08,0.54,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.101,0.54,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.125,0.54,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.145,0.54,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.181,0.54,1,1.0,0.0,1,1.0,1,1,1
0.0,0.231,0.54,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.282,0.54,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.285,0.54,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.27,0.54,1,0.722222222,0.0,1,0.25,1,1,1
0.089,0.204,0.54,1,0.722222222,0.0,1,0.19,1,1,1
0.275,0.191,0.54,1,0.666666667,0.0,1,0.15,1,1,1
0.435,0.176,0.54,1,0.777777778,1.0,1,0.14,1,1,1
0.551,0.1,0.55,1,0.277777778,0.5,1,0.07,1,1,1
0.62,0.045,0.55,1,0.111111111,0.0,1,0.19,1,1,1
0.647,0.016,0.55,1,0.138888889,0.025,1,0.27,1,1,1
0.631,0.005,0.55,1,0.277777778,0.0,1,0.32,1,1,1
0.574,0.002,0.55,1,0.333333333,0.0,1,0.34,1,1,1
0.47,0.001,0.55,1,0.277777778,0.0,1,0.29,1,1,1
0.325,0.013,0.55,1,0.138888889,0.025,1,0.35,1,1,1
0.151,0.07,0.55,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.138,0.55,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.162,0.55,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.124,0.55,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.08,0.55,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.025,0.55,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.032,0.56,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.102,0.56,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.163,0.56,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.241,0.56,1,1.0,0.0,1,1.0,1,1,1
0.0,0.368,0.56,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.433,0.56,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.477,0.56,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.501,0.56,1,0.722222222,0.0,1,0.25,1,1,1
0.087,0.379,0.56,1,0.722222222,0.0,1,0.19,1,1,1
0.275,0.323,0.56,1,0.666666667,0.0,1,0.15,1,1,1
0.436,0.241,0.56,1,0.777777778,1.0,1,0.14,1,1,1
0.552,0.097,0.56,1,0.277777778,0.5,1,0.07,1,1,1
0.622,0.032,0.56,1,0.111111111,0.0,1,0.19,1,1,1
0.645,0.007,0.56,1,0.138888889,0.025,1,0.27,1,1,1
0.627,0.001,0.56,1,0.277777778,0.0,1,0.32,1,1,1
0.564,0.0,0.56,1,0.333333333,0.0,1,0.34,1,1,1
0.459,0.001,0.56,1,0.277777778,0.0,1,0.29,1,1,1
0.314,0.033,0.56,1,0.138888889,0.025,1,0.35,1,1,1
0.145,0.152,0.55,1,0.111111111,0.025,1,0.35,1,1,1
0.01,0.285,0.55,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.286,0.55,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.182,0.55,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.072,0.55,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.011,0.55,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.006,0.55,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.041,0.55,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.068,0.55,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.066,0.55,1,1.0,0.0,1,1.0,1,1,1
0.0,0.061,0.55,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.071,0.55,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.091,0.55,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.109,0.55,1,0.722222222,0.0,1,0.25,1,1,1
0.083,0.103,0.55,1,0.722222222,0.0,1,0.19,1,1,1
0.257,0.077,0.55,1,0.666666667,0.0,1,0.15,1,1,1
0.418,0.03,0.55,1,0.777777778,1.0,1,0.14,1,1,1
0.534,0.003,0.55,1,0.277777778,0.5,1,0.07,1,1,1
0.606,0.0,0.55,1,0.111111111,0.0,1,0.19,1,1,1
0.618,0.0,0.55,1,0.138888889,0.025,1,0.27,1,1,1
0.594,0.0,0.55,1,0.277777778,0.0,1,0.32,1,1,1
0.542,0.018,0.55,1,0.333333333,0.0,1,0.34,1,1,1
0.431,0.067,0.54,1,0.277777778,0.0,1,0.29,1,1,1
0.29,0.112,0.54,1,0.138888889,0.025,1,0.35,1,1,1
0.123,0.158,0.54,1,0.111111111,0.025,1,0.35,1,1,1
0.01,0.195,0.54,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.179,0.54,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.104,0.54,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.035,0.54,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.008,0.54,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.006,0.54,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.008,0.54,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.005,0.54,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.003,0.54,1,1.0,0.0,1,1.0,1,1,1
0.0,0.008,0.54,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.023,0.54,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.039,0.54,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.043,0.54,1,0.722222222,0.0,1,0.25,1,1,1
0.085,0.025,0.54,1,0.722222222,0.0,1,0.19,1,1,1
0.263,0.008,0.54,1,0.666666667,0.0,1,0.15,1,1,1
0.415,0.0,0.54,1,0.777777778,1.0,1,0.14,1,1,1
0.506,0.0,0.55,1,0.277777778,0.5,1,0.07,1,1,1
0.562,0.0,0.55,1,0.111111111,0.0,1,0.19,1,1,1
0.577,0.0,0.55,1,0.138888889,0.025,1,0.27,1,1,1
0.554,0.0,0.55,1,0.277777778,0.0,1,0.32,1,1,1
0.47,0.027,0.55,1,0.333333333,0.0,1,0.34,1,1,1
0.32,0.097,0.55,1,0.277777778,0.0,1,0.29,1,1,1
0.162,0.178,0.55,1,0.138888889,0.025,1,0.35,1,1,1
0.053,0.218,0.55,1,0.111111111,0.025,1,0.35,1,1,1
0.002,0.223,0.55,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.196,0.55,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.134,0.55,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.077,0.55,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.053,0.55,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.052,0.55,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.067,0.55,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.121,0.55,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.243,0.55,1,1.0,0.0,1,1.0,1,1,1
0.0,0.378,0.55,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.481,0.55,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.49,0.55,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.41,0.55,1,0.722222222,0.0,1,0.25,1,1,1
0.064,0.317,0.55,1,0.722222222,0.0,1,0.19,1,1,1
0.178,0.349,0.55,1,0.666666667,0.0,1,0.15,1,1,1
0.273,0.367,0.55,1,0.777777778,1.0,1,0.14,1,1,1
0.349,0.323,0.55,1,0.277777778,0.5,1,0.07,1,1,1
0.422,0.211,0.55,1,0.111111111,0.0,1,0.19,1,1,1
0.439,0.124,0.55,1,0.138888889,0.025,1,0.27,1,1,1
0.357,0.066,0.55,1,0.277777778,0.0,1,0.32,1,1,1
0.329,0.038,0.55,1,0.333333333,0.0,1,0.34,1,1,1
0.314,0.033,0.55,1,0.277777778,0.0,1,0.29,1,1,1
0.243,0.038,0.55,1,0.138888889,0.025,1,0.35,1,1,1
0.124,0.059,0.55,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.113,0.55,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.187,0.55,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.202,0.55,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.168,0.55,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.121,0.55,1,0.722222222,0.0,1,0.28,1,1,1
